DonorID,Name,Phone,Email,City,SignupDate,Past_Donations,Reliability_Score,Last_Feedback,Flagged
D00529,Donor 529,+919092466848,donor529@example.com,Hyderabad,2023-03-16,8,0.77,4,False
D00530,Donor 530,+917831070024,donor530@example.com,Pune,2024-01-01,7,0.78,4,False
D00531,Donor 531,+919434653305,donor531@example.com,Mumbai,2024-05-12,9,0.92,4,False
D00532,Donor 532,+919752380581,donor532@example.com,Delhi,2023-11-20,10,0.81,4,False
D00533,Donor 533,+918540783437,donor533@example.com,Bengaluru,2023-10-11,10,0.97,4,False
D00534,Donor 534,+917601302589,donor534@example.com,Kolkata,2024-05-13,2,0.96,5,False
D00535,Donor 535,+919178314265,donor535@example.com,Ahmedabad,2023-07-21,2,0.93,5,False
D00536,Donor 536,+919334182974,donor536@example.com,Pune,2023-02-01,6,0.98,5,False
D00537,Donor 537,+919532315957,donor537@example.com,Ahmedabad,2024-04-28,11,0.85,5,False
D00538,Donor 538,+919846182436,donor538@example.com,Bengaluru,2023-10-25,2,0.85,3,False
D00539,Donor 539,+919832158562,donor539@example.com,Jaipur,2023-06-19,5,0.79,3,False
D00540,Donor 540,+917183860832,donor540@example.com,Delhi,2024-05-10,20,0.37,3,False
D00541,Donor 541,+917199447370,donor541@example.com,Ahmedabad,2023-07-31,11,0.85,3,False
D00542,Donor 542,+919337965699,donor542@example.com,Delhi,2023-11-28,8,0.96,5,False
D00543,Donor 543,+917334309386,donor543@example.com,Ahmedabad,2023-06-28,11,0.9,5,False
D00544,Donor 544,+918481902553,donor544@example.com,Delhi,2023-09-15,7,0.88,4,False
D00545,Donor 545,+919763712703,donor545@example.com,Mumbai,2024-05-08,9,0.43,2,True
D00546,Donor 546,+919839444315,donor546@example.com,Kolkata,2023-08-05,11,0.9,3,False
D00547,Donor 547,+919537427612,donor547@example.com,Bengaluru,2024-02-29,15,0.92,3,False
D00548,Donor 548,+919703855522,donor548@example.com,Mumbai,2024-02-25,4,0.89,5,False
D00549,Donor 549,+918741421625,donor549@example.com,Mumbai,2023-02-10,5,0.81,5,False
D00550,Donor 550,+919068750029,donor550@example.com,Surat,2023-01-20,6,0.86,3,False
D00551,Donor 551,+917720359227,donor551@example.com,Bengaluru,2023-08-13,5,0.91,5,False
D00552,Donor 552,+917466305100,donor552@example.com,Delhi,2023-12-17,2,0.81,3,False
D00553,Donor 553,+917762022478,donor553@example.com,Pune,2023-07-27,13,0.96,4,False
D00554,Donor 554,+919591903901,donor554@example.com,Hyderabad,2023-02-09,3,0.77,5,False
D00555,Donor 555,+919275544610,donor555@example.com,Mumbai,2023-01-02,13,0.84,4,False
D00556,Donor 556,+919992336359,donor556@example.com,Chennai,2023-08-23,12,0.84,5,False
D00557,Donor 557,+917359993773,donor557@example.com,Ahmedabad,2023-04-11,15,0.94,4,False
D00558,Donor 558,+917030898225,donor558@example.com,Mumbai,2024-02-23,0,0.89,4,False
D00559,Donor 559,+918089344285,donor559@example.com,Hyderabad,2023-07-30,3,0.79,4,False
D00560,Donor 560,+917874857628,donor560@example.com,Delhi,2024-07-02,8,1.0,4,False
D00561,Donor 561,+918478999069,donor561@example.com,Delhi,2024-05-09,15,0.81,5,False
D00562,Donor 562,+917694904767,donor562@example.com,Bengaluru,2024-02-12,3,0.94,3,False
D00563,Donor 563,+919940181914,donor563@example.com,Pune,2023-08-08,10,0.95,5,False
D00564,Donor 564,+919025801466,donor564@example.com,Kolkata,2023-02-23,0,0.95,5,False
D00565,Donor 565,+918720756561,donor565@example.com,Hyderabad,2024-03-21,12,0.41,3,True
D00566,Donor 566,+919750030242,donor566@example.com,Kolkata,2024-06-17,1,0.99,4,False
D00567,Donor 567,+919192786308,donor567@example.com,Chennai,2024-03-25,9,0.8,5,False
D00568,Donor 568,+917676220116,donor568@example.com,Hyderabad,2023-08-26,1,0.84,3,False
D00569,Donor 569,+917065998711,donor569@example.com,Delhi,2023-10-10,12,0.85,5,False
D00570,Donor 570,+917971931819,donor570@example.com,Kolkata,2023-03-12,11,0.84,5,False
D00571,Donor 571,+917457263513,donor571@example.com,Bengaluru,2023-07-19,0,0.82,5,False
D00572,Donor 572,+919310277450,donor572@example.com,Jaipur,2023-03-16,3,0.95,5,False
D00573,Donor 573,+918970738992,donor573@example.com,Chennai,2023-09-14,15,0.94,5,False
D00574,Donor 574,+919721556673,donor574@example.com,Mumbai,2024-04-16,15,0.78,3,False
D00575,Donor 575,+918131078331,donor575@example.com,Mumbai,2023-08-24,11,0.88,3,False
D00576,Donor 576,+919046790105,donor576@example.com,Jaipur,2023-10-22,10,0.77,4,False
D00577,Donor 577,+917816763181,donor577@example.com,Chennai,2023-12-29,8,0.8,4,False
D00578,Donor 578,+918072433719,donor578@example.com,Delhi,2023-07-24,8,0.8,5,False
D00579,Donor 579,+919849384717,donor579@example.com,Hyderabad,2023-12-31,3,0.98,4,False
D00580,Donor 580,+919467541927,donor580@example.com,Delhi,2023-01-07,15,0.84,4,False
D00581,Donor 581,+917550812184,donor581@example.com,Chennai,2024-05-17,8,0.85,3,False
D00582,Donor 582,+919947802029,donor582@example.com,Delhi,2024-06-22,1,0.88,3,False
D00583,Donor 583,+919895250612,donor583@example.com,Mumbai,2024-04-13,14,0.83,3,False
D00584,Donor 584,+919356061869,donor584@example.com,Delhi,2024-01-24,11,0.9,4,False
D00585,Donor 585,+917904230112,donor585@example.com,Bengaluru,2023-08-31,10,0.84,4,False
D00586,Donor 586,+919473440423,donor586@example.com,Pune,2024-01-17,8,0.86,5,False
D00587,Donor 587,+917842085114,donor587@example.com,Kolkata,2023-08-23,7,0.89,3,False
D00588,Donor 588,+919708629635,donor588@example.com,Mumbai,2023-06-03,5,0.86,5,False
D00589,Donor 589,+917204909902,donor589@example.com,Kolkata,2024-06-30,9,0.81,4,False
D00590,Donor 590,+918437338886,donor590@example.com,Bengaluru,2023-04-12,13,0.44,2,True
D00591,Donor 591,+918507922155,donor591@example.com,Bengaluru,2024-01-05,8,0.84,5,False
D00592,Donor 592,+918396252148,donor592@example.com,Delhi,2023-07-23,5,0.99,5,False
D00593,Donor 593,+918230609389,donor593@example.com,Delhi,2024-06-06,14,0.97,4,False
D00594,Donor 594,+918738485570,donor594@example.com,Pune,2023-05-29,10,0.86,3,False
D00595,Donor 595,+918148785172,donor595@example.com,Delhi,2023-03-23,10,0.83,5,False
D00596,Donor 596,+918933975047,donor596@example.com,Bengaluru,2024-02-09,11,0.94,4,False
D00597,Donor 597,+917343875431,donor597@example.com,Hyderabad,2023-06-21,4,0.93,3,False
D00598,Donor 598,+917231178500,donor598@example.com,Bengaluru,2023-06-20,2,0.98,3,False
D00599,Donor 599,+917362114114,donor599@example.com,Pune,2024-02-11,2,0.78,5,False
D00600,Donor 600,+919262341093,donor600@example.com,Mumbai,2024-02-04,9,0.86,3,False
D00601,Donor 601,+919321791292,donor601@example.com,Bengaluru,2023-01-30,10,0.97,4,False
D00602,Donor 602,+919730959828,donor602@example.com,Bengaluru,2024-03-31,5,0.9,5,False
D00603,Donor 603,+917975509246,donor603@example.com,Bengaluru,2024-03-21,9,0.98,3,False
D00604,Donor 604,+919247626139,donor604@example.com,Mumbai,2024-03-28,8,0.79,3,False
D00605,Donor 605,+919048987473,donor605@example.com,Bengaluru,2023-12-19,0,0.92,4,False
D00606,Donor 606,+917809906184,donor606@example.com,Bengaluru,2023-01-10,7,0.95,4,False
D00607,Donor 607,+917340203212,donor607@example.com,Delhi,2024-03-23,12,0.96,4,False
D00608,Donor 608,+918154581796,donor608@example.com,Chennai,2023-09-03,8,0.82,4,False
D00609,Donor 609,+918944620470,donor609@example.com,Bengaluru,2023-07-12,9,0.78,4,False
D00610,Donor 610,+917798595882,donor610@example.com,Bengaluru,2024-05-18,4,0.76,3,False
D00611,Donor 611,+917647181551,donor611@example.com,Delhi,2023-10-16,14,0.93,3,False
D00612,Donor 612,+918595138315,donor612@example.com,Bengaluru,2024-05-20,9,0.95,4,False
D00613,Donor 613,+917306594932,donor613@example.com,Chennai,2023-02-02,4,0.76,5,False
D00614,Donor 614,+917523820885,donor614@example.com,Kolkata,2024-04-26,8,0.95,5,False
D00615,Donor 615,+917855471045,donor615@example.com,Surat,2023-09-12,14,0.81,4,False
D00616,Donor 616,+918340499510,donor616@example.com,Hyderabad,2023-04-07,6,0.87,4,False
D00617,Donor 617,+917853511493,donor617@example.com,Pune,2023-06-12,3,0.81,4,False
D00618,Donor 618,+917718807242,donor618@example.com,Delhi,2023-02-23,7,0.91,4,False
D00619,Donor 619,+919966754731,donor619@example.com,Pune,2023-05-03,0,0.99,4,False
D00620,Donor 620,+919657059443,donor620@example.com,Mumbai,2023-06-08,7,0.79,4,False
D00621,Donor 621,+917540424819,donor621@example.com,Chennai,2023-03-03,4,0.93,4,False
D00622,Donor 622,+917828779668,donor622@example.com,Bengaluru,2023-08-27,11,0.95,3,False
D00623,Donor 623,+918879048201,donor623@example.com,Bengaluru,2024-01-22,8,0.97,5,False
D00624,Donor 624,+918390198781,donor624@example.com,Bengaluru,2023-10-29,6,0.89,5,False
D00625,Donor 625,+918269904391,donor625@example.com,Mumbai,2024-04-24,5,0.77,4,False
D00626,Donor 626,+918563691059,donor626@example.com,Pune,2024-01-11,17,0.52,3,True
D00627,Donor 627,+919368536195,donor627@example.com,Hyderabad,2023-09-02,12,0.8,3,False
D00628,Donor 628,+917286387753,donor628@example.com,Bengaluru,2023-10-17,10,0.78,3,False
D00629,Donor 629,+917136653625,donor629@example.com,Mumbai,2023-05-13,6,0.78,5,False
D00630,Donor 630,+917304401362,donor630@example.com,Delhi,2024-02-02,8,0.76,3,False
D00631,Donor 631,+918550165596,donor631@example.com,Pune,2023-08-02,2,0.87,5,False
D00632,Donor 632,+917174603960,donor632@example.com,Delhi,2024-03-01,1,0.96,5,False
D00633,Donor 633,+917992214765,donor633@example.com,Mumbai,2023-03-14,6,0.99,5,False
D00634,Donor 634,+919398410571,donor634@example.com,Jaipur,2024-01-30,7,0.89,5,False
D00635,Donor 635,+918834273114,donor635@example.com,Hyderabad,2024-03-01,11,0.92,3,False
D00636,Donor 636,+919576618444,donor636@example.com,Bengaluru,2023-06-20,10,0.91,4,False
D00637,Donor 637,+919719748617,donor637@example.com,Bengaluru,2023-12-27,10,0.96,4,False
D00638,Donor 638,+918091304489,donor638@example.com,Pune,2023-11-28,6,0.84,4,False
D00639,Donor 639,+919558781873,donor639@example.com,Surat,2024-04-08,0,0.93,3,False
D00640,Donor 640,+917922656948,donor640@example.com,Surat,2024-06-14,9,0.75,4,False
D00641,Donor 641,+917670474924,donor641@example.com,Bengaluru,2023-01-23,4,0.77,3,False
D00642,Donor 642,+917394729488,donor642@example.com,Kolkata,2023-09-29,7,0.81,5,False
D00643,Donor 643,+917742610535,donor643@example.com,Chennai,2024-02-14,2,0.93,4,False
D00644,Donor 644,+917337057834,donor644@example.com,Pune,2023-04-08,1,0.93,3,False
D00645,Donor 645,+917973744985,donor645@example.com,Kolkata,2023-12-09,13,0.85,5,False
D00646,Donor 646,+918371454094,donor646@example.com,Bengaluru,2023-01-12,12,0.76,5,False
D00647,Donor 647,+918687418351,donor647@example.com,Hyderabad,2023-06-03,7,0.79,4,False
D00648,Donor 648,+918443831341,donor648@example.com,Mumbai,2024-05-31,9,0.95,3,False
D00649,Donor 649,+918866125107,donor649@example.com,Delhi,2024-05-02,12,0.82,5,False
D00650,Donor 650,+917842240083,donor650@example.com,Hyderabad,2023-05-14,6,0.87,5,False
D00651,Donor 651,+919473979489,donor651@example.com,Delhi,2024-06-20,8,0.94,3,False
D00652,Donor 652,+919814963909,donor652@example.com,Delhi,2023-04-26,11,0.8,3,False
D00653,Donor 653,+918002830207,donor653@example.com,Bengaluru,2023-11-09,14,0.91,3,False
D00654,Donor 654,+919667185159,donor654@example.com,Mumbai,2024-01-18,2,0.78,3,False
D00655,Donor 655,+918425399664,donor655@example.com,Bengaluru,2023-10-22,3,0.83,3,False
D00656,Donor 656,+917607082537,donor656@example.com,Pune,2024-07-04,8,0.89,5,False
D00657,Donor 657,+917861982997,donor657@example.com,Mumbai,2023-01-19,1,0.81,5,False
D00658,Donor 658,+919847484445,donor658@example.com,Hyderabad,2023-10-05,0,0.77,5,False
D00659,Donor 659,+917427794685,donor659@example.com,Bengaluru,2024-01-04,17,0.37,2,False
D00660,Donor 660,+919408134650,donor660@example.com,Jaipur,2024-05-11,5,0.8,5,False
D00661,Donor 661,+917674332429,donor661@example.com,Delhi,2023-01-23,9,0.83,3,False
D00662,Donor 662,+919152858629,donor662@example.com,Surat,2023-12-22,9,0.81,4,False
D00663,Donor 663,+917126555049,donor663@example.com,Kolkata,2023-03-05,12,0.97,5,False
D00664,Donor 664,+918641567077,donor664@example.com,Mumbai,2023-10-14,12,0.91,5,False
D00665,Donor 665,+919600039571,donor665@example.com,Delhi,2023-08-21,4,0.86,4,False
D00666,Donor 666,+917868915819,donor666@example.com,Hyderabad,2024-04-04,4,0.9,3,False
D00667,Donor 667,+917623424790,donor667@example.com,Surat,2023-11-13,13,1.0,5,False
D00668,Donor 668,+918368752128,donor668@example.com,Hyderabad,2023-06-11,8,0.36,2,True
D00669,Donor 669,+917564985269,donor669@example.com,Mumbai,2024-02-26,8,0.79,3,False
D00670,Donor 670,+917112032032,donor670@example.com,Delhi,2023-01-27,7,0.9,4,False
D00671,Donor 671,+918664129261,donor671@example.com,Delhi,2023-03-23,15,0.93,4,False
D00672,Donor 672,+917064485730,donor672@example.com,Chennai,2024-04-30,7,0.76,4,False
D00673,Donor 673,+918886715571,donor673@example.com,Mumbai,2024-02-27,6,0.94,5,False
D00674,Donor 674,+919611039285,donor674@example.com,Chennai,2024-05-16,7,0.86,5,False
D00675,Donor 675,+917182174975,donor675@example.com,Bengaluru,2024-01-25,1,0.88,3,False
D00676,Donor 676,+919708614883,donor676@example.com,Bengaluru,2024-06-15,1,0.89,3,False
D00677,Donor 677,+917715054503,donor677@example.com,Delhi,2023-07-14,9,0.94,4,False
D00678,Donor 678,+917388440314,donor678@example.com,Pune,2023-10-29,4,0.87,5,False
D00679,Donor 679,+917106996713,donor679@example.com,Delhi,2024-05-27,4,0.85,3,False
D00680,Donor 680,+918391890561,donor680@example.com,Mumbai,2024-04-09,6,0.97,5,False
D00681,Donor 681,+918649642719,donor681@example.com,Mumbai,2023-06-17,14,0.91,5,False
D00682,Donor 682,+917733945397,donor682@example.com,Mumbai,2024-06-07,12,0.89,4,False
D00683,Donor 683,+918323117098,donor683@example.com,Mumbai,2023-06-03,5,0.94,4,False
D00684,Donor 684,+917015173668,donor684@example.com,Jaipur,2024-04-01,3,0.97,5,False
D00685,Donor 685,+919119423746,donor685@example.com,Mumbai,2023-09-17,15,0.89,3,False
D00686,Donor 686,+919577418939,donor686@example.com,Mumbai,2023-08-11,14,0.85,3,False
D00687,Donor 687,+919805802822,donor687@example.com,Mumbai,2023-09-08,6,0.76,4,False
D00688,Donor 688,+917467668878,donor688@example.com,Mumbai,2023-02-07,9,0.83,4,False
D00689,Donor 689,+918546998451,donor689@example.com,Chennai,2023-07-02,5,0.99,3,False
D00690,Donor 690,+919364255319,donor690@example.com,Chennai,2023-04-06,12,0.96,3,False
D00691,Donor 691,+917901278986,donor691@example.com,Bengaluru,2023-10-27,8,0.83,5,False
D00692,Donor 692,+918359308025,donor692@example.com,Bengaluru,2023-08-03,7,0.45,2,False
D00693,Donor 693,+919132008551,donor693@example.com,Pune,2024-06-22,11,0.98,5,False
D00694,Donor 694,+917006789986,donor694@example.com,Surat,2024-05-24,7,0.93,3,False
D00695,Donor 695,+919642727683,donor695@example.com,Delhi,2023-01-25,3,0.93,4,False
D00696,Donor 696,+918209577476,donor696@example.com,Delhi,2024-02-28,6,0.75,4,False
D00697,Donor 697,+918431439122,donor697@example.com,Mumbai,2023-03-11,10,0.94,4,False
D00698,Donor 698,+918451427715,donor698@example.com,Mumbai,2024-02-10,0,0.96,5,False
D00699,Donor 699,+919306258033,donor699@example.com,Pune,2024-05-05,4,0.87,4,False
D00700,Donor 700,+919912836638,donor700@example.com,Delhi,2024-04-18,1,0.96,4,False
D00701,Donor 701,+918518681304,donor701@example.com,Ahmedabad,2024-07-02,10,0.95,3,False
D00702,Donor 702,+917712833513,donor702@example.com,Pune,2023-06-02,10,1.0,5,False
D00703,Donor 703,+917135842149,donor703@example.com,Delhi,2024-02-03,9,0.93,4,False
D00704,Donor 704,+918299780396,donor704@example.com,Kolkata,2024-02-28,7,0.84,3,False
D00705,Donor 705,+917397731675,donor705@example.com,Chennai,2024-06-21,11,0.95,4,False
D00706,Donor 706,+919248964968,donor706@example.com,Ahmedabad,2024-06-02,4,0.8,4,False
D00707,Donor 707,+919906478622,donor707@example.com,Jaipur,2023-12-02,3,0.96,3,False
D00708,Donor 708,+919950867264,donor708@example.com,Jaipur,2023-07-30,3,0.75,5,False
D00709,Donor 709,+918342094845,donor709@example.com,Chennai,2023-03-31,1,0.78,3,False
D00710,Donor 710,+919286107192,donor710@example.com,Delhi,2023-11-16,10,0.8,4,False
D00711,Donor 711,+919675528232,donor711@example.com,Mumbai,2024-03-27,5,0.82,5,False
D00712,Donor 712,+918216625499,donor712@example.com,Delhi,2024-06-10,11,0.89,5,False
D00713,Donor 713,+917124522637,donor713@example.com,Mumbai,2023-09-08,10,0.89,4,False
D00714,Donor 714,+919560321728,donor714@example.com,Mumbai,2023-02-21,2,0.86,5,False
D00715,Donor 715,+919881365834,donor715@example.com,Hyderabad,2024-04-01,10,0.95,5,False
D00716,Donor 716,+919011229698,donor716@example.com,Ahmedabad,2023-03-22,2,0.95,3,False
D00717,Donor 717,+917617279928,donor717@example.com,Jaipur,2024-04-11,14,0.87,5,False
D00718,Donor 718,+918946835949,donor718@example.com,Ahmedabad,2023-09-22,10,0.95,4,False
D00719,Donor 719,+918212286165,donor719@example.com,Kolkata,2023-01-31,11,0.87,4,False
D00720,Donor 720,+918297587456,donor720@example.com,Pune,2023-05-11,3,0.83,5,False
D00721,Donor 721,+919071783372,donor721@example.com,Bengaluru,2024-04-17,7,0.91,4,False
D00722,Donor 722,+918469741396,donor722@example.com,Bengaluru,2023-03-09,13,0.95,5,False
D00723,Donor 723,+919090061251,donor723@example.com,Hyderabad,2023-08-30,2,0.93,3,False
D00724,Donor 724,+917298962512,donor724@example.com,Jaipur,2024-04-19,14,0.79,5,False
D00725,Donor 725,+917264064129,donor725@example.com,Pune,2023-04-22,12,0.83,3,False
D00726,Donor 726,+918945510312,donor726@example.com,Hyderabad,2023-08-11,0,0.94,5,False
D00727,Donor 727,+918359776840,donor727@example.com,Hyderabad,2023-10-26,14,0.8,4,False
D00728,Donor 728,+919626332786,donor728@example.com,Pune,2023-11-08,11,1.0,5,False
D00729,Donor 729,+917228180081,donor729@example.com,Bengaluru,2024-02-18,1,0.84,3,False
D00730,Donor 730,+918693369537,donor730@example.com,Hyderabad,2024-01-03,0,0.81,5,False
D00731,Donor 731,+919039557201,donor731@example.com,Hyderabad,2023-11-22,13,0.89,3,False
D00732,Donor 732,+919877911915,donor732@example.com,Mumbai,2023-07-12,11,0.96,3,False
D00733,Donor 733,+919825773649,donor733@example.com,Ahmedabad,2023-05-18,0,0.79,4,False
D00734,Donor 734,+919986679532,donor734@example.com,Ahmedabad,2023-05-20,13,0.97,5,False
D00735,Donor 735,+918526032931,donor735@example.com,Bengaluru,2024-03-11,13,0.89,3,False
D00736,Donor 736,+919154908810,donor736@example.com,Delhi,2023-07-10,15,0.96,4,False
D00737,Donor 737,+918583033048,donor737@example.com,Pune,2024-02-25,1,0.99,3,False
D00738,Donor 738,+919620233330,donor738@example.com,Mumbai,2024-05-08,8,0.87,3,False
D00739,Donor 739,+919489485190,donor739@example.com,Bengaluru,2023-09-09,2,0.92,4,False
D00740,Donor 740,+919015337791,donor740@example.com,Bengaluru,2023-02-24,0,0.87,5,False
D00741,Donor 741,+919566829299,donor741@example.com,Mumbai,2023-12-06,9,0.82,5,False
D00742,Donor 742,+919818872419,donor742@example.com,Pune,2023-11-08,15,0.89,4,False
D00743,Donor 743,+918193351499,donor743@example.com,Kolkata,2023-01-28,4,0.88,4,False
D00744,Donor 744,+917749960739,donor744@example.com,Mumbai,2023-05-16,8,0.75,5,False
D00745,Donor 745,+919082709180,donor745@example.com,Hyderabad,2023-06-04,5,0.82,3,False
D00746,Donor 746,+917662070480,donor746@example.com,Pune,2024-06-24,2,0.99,4,False
D00747,Donor 747,+919481449107,donor747@example.com,Mumbai,2024-02-27,14,0.93,5,False
D00748,Donor 748,+919045400609,donor748@example.com,Bengaluru,2023-12-20,3,0.76,4,False
D00749,Donor 749,+918867169740,donor749@example.com,Mumbai,2024-05-02,12,0.87,3,False
D00750,Donor 750,+917176169319,donor750@example.com,Hyderabad,2023-10-23,10,0.99,3,False
D00751,Donor 751,+918170767681,donor751@example.com,Hyderabad,2024-06-28,13,0.9,4,False
D00752,Donor 752,+919900353279,donor752@example.com,Delhi,2023-10-04,8,0.91,5,False
D00753,Donor 753,+918345483676,donor753@example.com,Surat,2023-09-05,10,0.92,5,False
D00754,Donor 754,+919944198153,donor754@example.com,Bengaluru,2023-01-11,0,0.85,4,False
D00755,Donor 755,+917394884830,donor755@example.com,Mumbai,2023-12-26,8,0.8,3,False
D00756,Donor 756,+918614729199,donor756@example.com,Pune,2023-08-11,3,0.77,5,False
D00757,Donor 757,+917325189913,donor757@example.com,Hyderabad,2023-07-09,8,0.82,5,False
D00758,Donor 758,+918190940658,donor758@example.com,Chennai,2024-04-09,10,0.81,3,False
D00759,Donor 759,+917764201331,donor759@example.com,Kolkata,2024-01-27,1,0.81,4,False
D00760,Donor 760,+919113370001,donor760@example.com,Mumbai,2023-03-13,6,0.9,3,False
D00761,Donor 761,+918896578985,donor761@example.com,Mumbai,2023-05-28,6,0.9,5,False
D00762,Donor 762,+917080594152,donor762@example.com,Chennai,2023-09-23,7,0.47,2,False
D00763,Donor 763,+918416612771,donor763@example.com,Delhi,2023-06-02,1,0.92,4,False
D00764,Donor 764,+917301075867,donor764@example.com,Bengaluru,2023-01-04,15,0.87,5,False
D00765,Donor 765,+918541542479,donor765@example.com,Bengaluru,2023-08-20,15,0.78,4,False
D00766,Donor 766,+918974135984,donor766@example.com,Mumbai,2023-11-07,7,0.41,2,False
D00767,Donor 767,+918675487027,donor767@example.com,Delhi,2023-07-27,12,0.92,3,False
D00768,Donor 768,+917829326917,donor768@example.com,Mumbai,2024-01-03,14,0.93,3,False
D00769,Donor 769,+918929760035,donor769@example.com,Jaipur,2023-09-02,9,0.87,3,False
D00770,Donor 770,+919866102200,donor770@example.com,Chennai,2023-02-07,6,0.42,3,True
D00771,Donor 771,+917608126462,donor771@example.com,Mumbai,2024-04-14,7,0.98,4,False
D00772,Donor 772,+917061698094,donor772@example.com,Pune,2023-01-20,1,0.81,3,False
D00773,Donor 773,+919538508163,donor773@example.com,Mumbai,2023-02-21,3,0.86,3,False
D00774,Donor 774,+918448877631,donor774@example.com,Delhi,2023-04-19,7,0.77,5,False
D00775,Donor 775,+917915823748,donor775@example.com,Jaipur,2024-02-16,4,0.83,3,False
D00776,Donor 776,+918588825845,donor776@example.com,Mumbai,2023-06-27,13,0.34,3,False
D00777,Donor 777,+919715255193,donor777@example.com,Chennai,2023-06-18,1,0.78,5,False
D00778,Donor 778,+917382858698,donor778@example.com,Mumbai,2024-01-21,20,0.32,3,True
D00779,Donor 779,+919748030488,donor779@example.com,Delhi,2023-10-18,15,0.92,4,False
D00780,Donor 780,+917773096126,donor780@example.com,Mumbai,2024-06-19,5,0.9,5,False
D00781,Donor 781,+918012061834,donor781@example.com,Mumbai,2024-05-26,9,0.84,3,False
D00782,Donor 782,+919179870948,donor782@example.com,Surat,2023-05-01,11,0.97,3,False
D00783,Donor 783,+917640883910,donor783@example.com,Mumbai,2024-04-20,8,0.76,5,False
D00784,Donor 784,+917900181147,donor784@example.com,Delhi,2024-04-30,1,0.76,4,False
D00785,Donor 785,+919307946396,donor785@example.com,Chennai,2023-09-15,14,0.76,3,False
D00786,Donor 786,+918910491180,donor786@example.com,Delhi,2023-06-11,3,0.77,5,False
D00787,Donor 787,+917978316519,donor787@example.com,Mumbai,2023-11-30,10,0.81,3,False
D00788,Donor 788,+919512952109,donor788@example.com,Mumbai,2023-08-31,12,0.97,4,False
D00789,Donor 789,+918965979155,donor789@example.com,Delhi,2023-02-25,14,0.79,5,False
D00790,Donor 790,+919973021583,donor790@example.com,Mumbai,2023-07-18,8,0.8,5,False
D00791,Donor 791,+918475647712,donor791@example.com,Mumbai,2023-03-03,14,0.86,3,False
D00792,Donor 792,+917986563860,donor792@example.com,Pune,2023-10-30,5,0.89,3,False
D00793,Donor 793,+918199029793,donor793@example.com,Kolkata,2024-02-26,6,0.9,3,False
D00794,Donor 794,+919541639799,donor794@example.com,Ahmedabad,2024-03-14,13,0.89,3,False
D00795,Donor 795,+919165592658,donor795@example.com,Chennai,2023-01-06,1,1.0,3,False
D00796,Donor 796,+919398683232,donor796@example.com,Delhi,2024-03-11,3,0.86,3,False
D00797,Donor 797,+917068419527,donor797@example.com,Surat,2024-02-21,9,0.81,4,False
D00798,Donor 798,+917595385173,donor798@example.com,Bengaluru,2023-11-09,0,0.99,5,False
D00799,Donor 799,+917005856809,donor799@example.com,Hyderabad,2024-02-20,11,0.91,5,False
D00800,Donor 800,+918158736557,donor800@example.com,Delhi,2023-03-14,10,0.88,5,False
D00801,Donor 801,+919897612417,donor801@example.com,Mumbai,2023-08-01,10,0.93,4,False
D00802,Donor 802,+917752767775,donor802@example.com,Delhi,2023-02-22,14,0.9,5,False
D00803,Donor 803,+919317709657,donor803@example.com,Delhi,2023-03-10,6,0.78,3,False
D00804,Donor 804,+918376381611,donor804@example.com,Chennai,2024-05-04,6,0.94,4,False
D00805,Donor 805,+918943088958,donor805@example.com,Delhi,2023-10-01,8,0.76,4,False
D00806,Donor 806,+919288596778,donor806@example.com,Hyderabad,2024-05-28,15,0.93,4,False
D00807,Donor 807,+917374988236,donor807@example.com,Ahmedabad,2024-04-07,2,0.8,3,False
D00808,Donor 808,+919993944892,donor808@example.com,Delhi,2024-02-05,2,0.78,3,False
D00809,Donor 809,+919325445408,donor809@example.com,Jaipur,2024-05-23,0,0.82,3,False
D00810,Donor 810,+917997841438,donor810@example.com,Mumbai,2024-04-30,0,0.82,5,False
D00811,Donor 811,+919277046620,donor811@example.com,Hyderabad,2023-12-10,10,0.87,5,False
D00812,Donor 812,+918116723521,donor812@example.com,Delhi,2024-03-31,4,0.97,3,False
D00813,Donor 813,+917714523942,donor813@example.com,Delhi,2024-05-10,1,0.79,5,False
D00814,Donor 814,+919861977083,donor814@example.com,Hyderabad,2023-06-14,5,0.96,3,False
D00815,Donor 815,+918587729771,donor815@example.com,Bengaluru,2023-06-15,10,0.89,3,False
D00816,Donor 816,+918925988293,donor816@example.com,Mumbai,2023-07-30,10,0.99,5,False
D00817,Donor 817,+917624419030,donor817@example.com,Bengaluru,2023-06-16,0,0.85,4,False
D00818,Donor 818,+918244798250,donor818@example.com,Bengaluru,2023-11-24,15,0.49,3,False
D00819,Donor 819,+919057208724,donor819@example.com,Mumbai,2023-05-31,14,0.83,3,False
D00820,Donor 820,+918915438137,donor820@example.com,Kolkata,2023-05-23,0,0.85,4,False
D00821,Donor 821,+918193688100,donor821@example.com,Chennai,2023-04-05,11,0.48,1,True
D00822,Donor 822,+919198110658,donor822@example.com,Jaipur,2023-01-24,14,0.92,4,False
D00823,Donor 823,+917635422970,donor823@example.com,Delhi,2023-07-19,1,0.98,5,False
D00824,Donor 824,+918913734517,donor824@example.com,Delhi,2024-03-13,0,0.82,5,False
D00825,Donor 825,+918900541784,donor825@example.com,Bengaluru,2023-03-31,14,0.94,4,False
